game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Southern
game_38|Kansas State
game_39|Harvard
game_40|Iona
game_41|Western Kentucky
game_42|Michigan
game_43|Minnesota
game_44|Georgetown
game_45|NC State
game_46|UNLV
game_47|Bucknell
game_48|Miami
game_49|Colorado State
game_50|Creighton
game_51|Kansas State
game_52|Iona
game_53|Western Kentucky
game_54|Minnesota
game_55|NC State
game_56|Bucknell
game_57|Creighton
game_58|Kansas State
game_59|Minnesota
game_60|NC State
game_61|Creighton
game_62|Minnesota
game_63|Creighton
name|Daniel the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
