game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oklahoma State
game_35|Michigan State
game_36|Cincinnati
game_37|Southern
game_38|Ole Miss
game_39|Arizona
game_40|Ohio State
game_41|North Carolina
game_42|South Dakota State
game_43|Minnesota
game_44|Florida GC
game_45|LIU/James Madison
game_46|UNLV
game_47|Bucknell
game_48|Pacific
game_49|Colorado State
game_50|Michigan State
game_51|Ole Miss
game_52|Ohio State
game_53|South Dakota State
game_54|Minnesota
game_55|UNLV
game_56|Pacific
game_57|Colorado State
game_58|Ole Miss
game_59|South Dakota State
game_60|Pacific
game_61|Colorado State
game_62|Pacific
game_63|Pacific
name|Carlee the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
