game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Pittsburgh
game_38|Wisconsin
game_39|Arizona
game_40|Notre Dame
game_41|North Carolina
game_42|South Dakota State
game_43|UCLA
game_44|San Diego State
game_45|Indiana
game_46|Montana
game_47|Marquette
game_48|Pacific
game_49|Oklahoma State
game_50|Middle Tenn/St Marys
game_51|Wisconsin
game_52|Notre Dame
game_53|South Dakota State
game_54|UCLA
game_55|Indiana
game_56|Pacific
game_57|Middle Tenn/St Marys
game_58|Wisconsin
game_59|South Dakota State
game_60|Indiana
game_61|Wisconsin
game_62|South Dakota State
game_63|South Dakota State
name|Irvin the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
