game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Valparaiso
game_36|Albany
game_37|Wichita State
game_38|Wisconsin
game_39|Harvard
game_40|Iowa State
game_41|North Carolina
game_42|VCU
game_43|Northwestern State
game_44|Florida GC
game_45|LIU/James Madison
game_46|UNLV
game_47|Davidson
game_48|Pacific
game_49|Oklahoma State
game_50|Albany
game_51|Wisconsin
game_52|Iowa State
game_53|VCU
game_54|Northwestern State
game_55|UNLV
game_56|Pacific
game_57|Oklahoma State
game_58|Wisconsin
game_59|VCU
game_60|Pacific
game_61|Wisconsin
game_62|VCU
game_63|Wisconsin
name|Lesly the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
