game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Memphis
game_36|Cincinnati
game_37|Wichita State
game_38|Ole Miss
game_39|Harvard
game_40|Notre Dame
game_41|Kansas
game_42|South Dakota State
game_43|UCLA
game_44|Georgetown
game_45|NC State
game_46|Syracuse
game_47|Davidson
game_48|Pacific
game_49|Oregon
game_50|Cincinnati
game_51|Wichita State
game_52|Harvard
game_53|Kansas
game_54|UCLA
game_55|NC State
game_56|Pacific
game_57|Oregon
game_58|Harvard
game_59|Kansas
game_60|Pacific
game_61|Oregon
game_62|Kansas
game_63|Oregon
name|Pamela the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
