game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Gonzaga
game_38|Wisconsin
game_39|Harvard
game_40|Ohio State
game_41|Western Kentucky
game_42|South Dakota State
game_43|Florida
game_44|San Diego State
game_45|Indiana
game_46|Montana
game_47|Marquette
game_48|Pacific
game_49|Missouri
game_50|Middle Tenn/St Marys
game_51|Gonzaga
game_52|Harvard
game_53|Western Kentucky
game_54|San Diego State
game_55|Montana
game_56|Marquette
game_57|Missouri
game_58|Gonzaga
game_59|Western Kentucky
game_60|Marquette
game_61|Missouri
game_62|Marquette
game_63|Marquette
name|Robert the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
