game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|New Mexico State
game_35|Michigan State
game_36|Cincinnati
game_37|Pittsburgh
game_38|Boise State/La Salle
game_39|Arizona
game_40|Iona
game_41|North Carolina
game_42|South Dakota State
game_43|Northwestern State
game_44|Florida GC
game_45|Temple
game_46|UNLV
game_47|Marquette
game_48|Miami
game_49|Colorado State
game_50|Cincinnati
game_51|Pittsburgh
game_52|Iona
game_53|North Carolina
game_54|Florida GC
game_55|UNLV
game_56|Marquette
game_57|Colorado State
game_58|Pittsburgh
game_59|North Carolina
game_60|Marquette
game_61|Pittsburgh
game_62|North Carolina
game_63|Pittsburgh
name|Franklin the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
