game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|New Mexico State
game_35|Memphis
game_36|Creighton
game_37|Southern
game_38|Kansas State
game_39|New Mexico
game_40|Ohio State
game_41|North Carolina
game_42|Akron
game_43|Minnesota
game_44|Oklahoma
game_45|Temple
game_46|Syracuse
game_47|Butler
game_48|Illinois
game_49|Colorado State
game_50|Creighton
game_51|Kansas State
game_52|New Mexico
game_53|North Carolina
game_54|Minnesota
game_55|Syracuse
game_56|Butler
game_57|Colorado State
game_58|New Mexico
game_59|Minnesota
game_60|Butler
game_61|New Mexico
game_62|Minnesota
game_63|New Mexico
name|Molly the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
