game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Valparaiso
game_36|Cincinnati
game_37|Pittsburgh
game_38|Kansas State
game_39|New Mexico
game_40|Iowa State
game_41|North Carolina
game_42|Akron
game_43|UCLA
game_44|Oklahoma
game_45|NC State
game_46|Syracuse
game_47|Davidson
game_48|Colorado
game_49|Colorado State
game_50|Cincinnati
game_51|Kansas State
game_52|New Mexico
game_53|Akron
game_54|Oklahoma
game_55|NC State
game_56|Colorado
game_57|Colorado State
game_58|Kansas State
game_59|Oklahoma
game_60|Colorado
game_61|Colorado State
game_62|Oklahoma
game_63|Colorado State
name|Elijah the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
