game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Valparaiso
game_36|Albany
game_37|Pittsburgh
game_38|Ole Miss
game_39|Belmont
game_40|Iona
game_41|Western Kentucky
game_42|Michigan
game_43|Minnesota
game_44|San Diego State
game_45|Temple
game_46|Montana
game_47|Bucknell
game_48|Pacific
game_49|Oregon
game_50|Albany
game_51|Pittsburgh
game_52|Belmont
game_53|Michigan
game_54|San Diego State
game_55|Temple
game_56|Bucknell
game_57|Oregon
game_58|Pittsburgh
game_59|San Diego State
game_60|Temple
game_61|Oregon
game_62|Temple
game_63|Oregon
name|Leonard the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
