game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oregon
game_35|Valparaiso
game_36|Creighton
game_37|Pittsburgh
game_38|Wisconsin
game_39|Belmont
game_40|Notre Dame
game_41|North Carolina
game_42|South Dakota State
game_43|Minnesota
game_44|Florida GC
game_45|LIU/James Madison
game_46|California
game_47|Davidson
game_48|Colorado
game_49|Colorado State
game_50|Valparaiso
game_51|Pittsburgh
game_52|Notre Dame
game_53|South Dakota State
game_54|Florida GC
game_55|LIU/James Madison
game_56|Colorado
game_57|Valparaiso
game_58|Pittsburgh
game_59|South Dakota State
game_60|Colorado
game_61|Pittsburgh
game_62|Colorado
game_63|Pittsburgh
name|Joana the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
