game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Michigan State
game_36|Creighton
game_37|Wichita State
game_38|Ole Miss
game_39|Arizona
game_40|Iona
game_41|Villanova
game_42|South Dakota State
game_43|Northwestern State
game_44|Oklahoma
game_45|NC State
game_46|Syracuse
game_47|Bucknell
game_48|Colorado
game_49|Saint Louis
game_50|Michigan State
game_51|Ole Miss
game_52|Iona
game_53|Villanova
game_54|Northwestern State
game_55|NC State
game_56|Bucknell
game_57|Michigan State
game_58|Iona
game_59|Northwestern State
game_60|Bucknell
game_61|Michigan State
game_62|Bucknell
game_63|Michigan State
name|Kaitlin the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
