game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oregon
game_35|Valparaiso
game_36|Albany
game_37|Wichita State
game_38|Kansas State
game_39|Arizona
game_40|Iowa State
game_41|Western Kentucky
game_42|Akron
game_43|Minnesota
game_44|Oklahoma
game_45|NC State
game_46|UNLV
game_47|Butler
game_48|Miami
game_49|Colorado State
game_50|Albany
game_51|Wichita State
game_52|Arizona
game_53|Akron
game_54|Oklahoma
game_55|UNLV
game_56|Butler
game_57|Colorado State
game_58|Wichita State
game_59|Oklahoma
game_60|UNLV
game_61|Wichita State
game_62|Oklahoma
game_63|Oklahoma
name|Ericka the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
