game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Gonzaga
game_38|Wisconsin
game_39|Harvard
game_40|Notre Dame
game_41|Western Kentucky
game_42|Akron
game_43|Northwestern State
game_44|San Diego State
game_45|Indiana
game_46|Syracuse
game_47|Butler
game_48|Colorado
game_49|Colorado State
game_50|Middle Tenn/St Marys
game_51|Wisconsin
game_52|Notre Dame
game_53|Western Kentucky
game_54|Northwestern State
game_55|Syracuse
game_56|Colorado
game_57|Colorado State
game_58|Notre Dame
game_59|Western Kentucky
game_60|Colorado
game_61|Notre Dame
game_62|Western Kentucky
game_63|Notre Dame
name|Kierra the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
