game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Wichita State
game_38|Kansas State
game_39|Belmont
game_40|Iona
game_41|Kansas
game_42|South Dakota State
game_43|Northwestern State
game_44|San Diego State
game_45|Indiana
game_46|California
game_47|Bucknell
game_48|Miami
game_49|Colorado State
game_50|Cincinnati
game_51|Kansas State
game_52|Belmont
game_53|South Dakota State
game_54|San Diego State
game_55|Indiana
game_56|Miami
game_57|Cincinnati
game_58|Kansas State
game_59|San Diego State
game_60|Indiana
game_61|Kansas State
game_62|Indiana
game_63|Indiana
name|Earl the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
