game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oklahoma State
game_35|Valparaiso
game_36|Duke
game_37|Pittsburgh
game_38|Ole Miss
game_39|Harvard
game_40|Iowa State
game_41|Kansas
game_42|South Dakota State
game_43|UCLA
game_44|Florida GC
game_45|NC State
game_46|UNLV
game_47|Marquette
game_48|Pacific
game_49|Oklahoma State
game_50|Valparaiso
game_51|Ole Miss
game_52|Iowa State
game_53|South Dakota State
game_54|UCLA
game_55|NC State
game_56|Pacific
game_57|Valparaiso
game_58|Iowa State
game_59|South Dakota State
game_60|NC State
game_61|Valparaiso
game_62|NC State
game_63|Valparaiso
name|Mariam the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
