game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Michigan State
game_36|Cincinnati
game_37|Wichita State
game_38|Wisconsin
game_39|Arizona
game_40|Ohio State
game_41|North Carolina
game_42|VCU
game_43|Minnesota
game_44|Georgetown
game_45|Temple
game_46|California
game_47|Butler
game_48|Illinois
game_49|New Mexico State
game_50|Cincinnati
game_51|Wisconsin
game_52|Arizona
game_53|VCU
game_54|Minnesota
game_55|California
game_56|Butler
game_57|New Mexico State
game_58|Wisconsin
game_59|Minnesota
game_60|Butler
game_61|Wisconsin
game_62|Minnesota
game_63|Minnesota
name|Gia the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
