game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Valparaiso
game_36|Duke
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|Arizona
game_40|Iona
game_41|Villanova
game_42|Akron
game_43|Northwestern State
game_44|San Diego State
game_45|NC State
game_46|UNLV
game_47|Marquette
game_48|Illinois
game_49|Saint Louis
game_50|Valparaiso
game_51|Boise State/La Salle
game_52|Iona
game_53|Villanova
game_54|Northwestern State
game_55|UNLV
game_56|Marquette
game_57|Valparaiso
game_58|Boise State/La Salle
game_59|Northwestern State
game_60|Marquette
game_61|Valparaiso
game_62|Northwestern State
game_63|Valparaiso
name|Theresa the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
