game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Michigan State
game_36|Cincinnati
game_37|Southern
game_38|Ole Miss
game_39|Belmont
game_40|Ohio State
game_41|Western Kentucky
game_42|VCU
game_43|Minnesota
game_44|Florida GC
game_45|LIU/James Madison
game_46|California
game_47|Davidson
game_48|Illinois
game_49|Oregon
game_50|Cincinnati
game_51|Ole Miss
game_52|Ohio State
game_53|Western Kentucky
game_54|Florida GC
game_55|California
game_56|Davidson
game_57|Oregon
game_58|Ole Miss
game_59|Florida GC
game_60|Davidson
game_61|Ole Miss
game_62|Florida GC
game_63|Florida GC
name|Beatriz the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
