game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Wichita State
game_38|Kansas State
game_39|Harvard
game_40|Ohio State
game_41|Villanova
game_42|Michigan
game_43|Minnesota
game_44|Oklahoma
game_45|NC State
game_46|UNLV
game_47|Butler
game_48|Pacific
game_49|New Mexico State
game_50|Middle Tenn/St Marys
game_51|Wichita State
game_52|Ohio State
game_53|Michigan
game_54|Minnesota
game_55|NC State
game_56|Pacific
game_57|New Mexico State
game_58|Wichita State
game_59|Minnesota
game_60|NC State
game_61|New Mexico State
game_62|NC State
game_63|New Mexico State
name|Isaak the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
