game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Memphis
game_36|Albany
game_37|Southern
game_38|Wisconsin
game_39|Belmont
game_40|Iona
game_41|Kansas
game_42|South Dakota State
game_43|Minnesota
game_44|Florida GC
game_45|Indiana
game_46|Syracuse
game_47|Davidson
game_48|Pacific
game_49|New Mexico State
game_50|Memphis
game_51|Wisconsin
game_52|Iona
game_53|South Dakota State
game_54|Florida GC
game_55|Indiana
game_56|Pacific
game_57|New Mexico State
game_58|Wisconsin
game_59|South Dakota State
game_60|Indiana
game_61|Wisconsin
game_62|South Dakota State
game_63|Wisconsin
name|Rylie the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
