game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Memphis
game_36|Cincinnati
game_37|Southern
game_38|Wisconsin
game_39|Belmont
game_40|Notre Dame
game_41|Villanova
game_42|Akron
game_43|UCLA
game_44|Florida GC
game_45|Indiana
game_46|UNLV
game_47|Davidson
game_48|Pacific
game_49|Oregon
game_50|Memphis
game_51|Southern
game_52|Notre Dame
game_53|Akron
game_54|UCLA
game_55|UNLV
game_56|Davidson
game_57|Oregon
game_58|Notre Dame
game_59|UCLA
game_60|Davidson
game_61|Oregon
game_62|UCLA
game_63|UCLA
name|Nico the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
