game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oklahoma State
game_35|Memphis
game_36|Duke
game_37|Gonzaga
game_38|Wisconsin
game_39|Belmont
game_40|Iowa State
game_41|Kansas
game_42|VCU
game_43|Northwestern State
game_44|Oklahoma
game_45|LIU/James Madison
game_46|Montana
game_47|Marquette
game_48|Pacific
game_49|Colorado State
game_50|Duke
game_51|Wisconsin
game_52|Belmont
game_53|Kansas
game_54|Northwestern State
game_55|LIU/James Madison
game_56|Marquette
game_57|Duke
game_58|Wisconsin
game_59|Northwestern State
game_60|LIU/James Madison
game_61|Wisconsin
game_62|LIU/James Madison
game_63|Wisconsin
name|Alice the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
