game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Memphis
game_36|Creighton
game_37|Southern
game_38|Kansas State
game_39|New Mexico
game_40|Ohio State
game_41|North Carolina
game_42|Michigan
game_43|Florida
game_44|Florida GC
game_45|LIU/James Madison
game_46|UNLV
game_47|Davidson
game_48|Miami
game_49|Missouri
game_50|Creighton
game_51|Southern
game_52|Ohio State
game_53|Michigan
game_54|Florida GC
game_55|UNLV
game_56|Davidson
game_57|Missouri
game_58|Southern
game_59|Michigan
game_60|Davidson
game_61|Missouri
game_62|Davidson
game_63|Missouri
name|Ryleigh the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
