game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Valparaiso
game_36|Duke
game_37|Wichita State
game_38|Ole Miss
game_39|Arizona
game_40|Iowa State
game_41|Villanova
game_42|VCU
game_43|UCLA
game_44|San Diego State
game_45|NC State
game_46|Syracuse
game_47|Marquette
game_48|Colorado
game_49|Colorado State
game_50|Duke
game_51|Wichita State
game_52|Arizona
game_53|VCU
game_54|San Diego State
game_55|Syracuse
game_56|Marquette
game_57|Colorado State
game_58|Wichita State
game_59|San Diego State
game_60|Syracuse
game_61|Wichita State
game_62|Syracuse
game_63|Syracuse
name|Joslyn the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
