game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|NC A&T/Liberty
game_34|Oregon
game_35|Valparaiso
game_36|Duke
game_37|Gonzaga
game_38|Wisconsin
game_39|Arizona
game_40|Notre Dame
game_41|Western Kentucky
game_42|Michigan
game_43|UCLA
game_44|Florida GC
game_45|NC State
game_46|California
game_47|Marquette
game_48|Miami
game_49|Oregon
game_50|Duke
game_51|Gonzaga
game_52|Arizona
game_53|Michigan
game_54|Florida GC
game_55|NC State
game_56|Marquette
game_57|Duke
game_58|Arizona
game_59|Michigan
game_60|Marquette
game_61|Duke
game_62|Marquette
game_63|Duke
name|Lina the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
