game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oregon
game_35|Michigan State
game_36|Creighton
game_37|Southern
game_38|Wisconsin
game_39|Arizona
game_40|Notre Dame
game_41|Kansas
game_42|Akron
game_43|Minnesota
game_44|Florida GC
game_45|Indiana
game_46|Montana
game_47|Marquette
game_48|Miami
game_49|Oregon
game_50|Michigan State
game_51|Wisconsin
game_52|Arizona
game_53|Akron
game_54|Florida GC
game_55|Indiana
game_56|Miami
game_57|Oregon
game_58|Wisconsin
game_59|Akron
game_60|Miami
game_61|Wisconsin
game_62|Miami
game_63|Wisconsin
name|Soren the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
