game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Michigan State
game_36|Albany
game_37|Southern
game_38|Kansas State
game_39|Belmont
game_40|Notre Dame
game_41|Villanova
game_42|Michigan
game_43|Minnesota
game_44|Florida GC
game_45|NC State
game_46|Syracuse
game_47|Davidson
game_48|Colorado
game_49|Oregon
game_50|Michigan State
game_51|Kansas State
game_52|Belmont
game_53|Villanova
game_54|Minnesota
game_55|NC State
game_56|Colorado
game_57|Oregon
game_58|Belmont
game_59|Villanova
game_60|Colorado
game_61|Oregon
game_62|Colorado
game_63|Oregon
name|Gary the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
