game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Memphis
game_36|Cincinnati
game_37|Pittsburgh
game_38|Wisconsin
game_39|Belmont
game_40|Ohio State
game_41|Kansas
game_42|VCU
game_43|UCLA
game_44|Georgetown
game_45|Temple
game_46|UNLV
game_47|Bucknell
game_48|Pacific
game_49|New Mexico State
game_50|Cincinnati
game_51|Pittsburgh
game_52|Belmont
game_53|Kansas
game_54|UCLA
game_55|Temple
game_56|Bucknell
game_57|New Mexico State
game_58|Pittsburgh
game_59|UCLA
game_60|Bucknell
game_61|New Mexico State
game_62|UCLA
game_63|New Mexico State
name|Jaden the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
