game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Michigan State
game_36|Duke
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|Belmont
game_40|Iona
game_41|Kansas
game_42|Akron
game_43|UCLA
game_44|Florida GC
game_45|NC State
game_46|Syracuse
game_47|Marquette
game_48|Colorado
game_49|Colorado State
game_50|Duke
game_51|Boise State/La Salle
game_52|Iona
game_53|Kansas
game_54|Florida GC
game_55|NC State
game_56|Marquette
game_57|Colorado State
game_58|Boise State/La Salle
game_59|Florida GC
game_60|NC State
game_61|Boise State/La Salle
game_62|NC State
game_63|Boise State/La Salle
name|Caden the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
