game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Michigan State
game_36|Duke
game_37|Southern
game_38|Wisconsin
game_39|Harvard
game_40|Ohio State
game_41|Kansas
game_42|South Dakota State
game_43|UCLA
game_44|Oklahoma
game_45|NC State
game_46|Syracuse
game_47|Butler
game_48|Colorado
game_49|Oklahoma State
game_50|Michigan State
game_51|Southern
game_52|Harvard
game_53|South Dakota State
game_54|UCLA
game_55|Syracuse
game_56|Colorado
game_57|Michigan State
game_58|Southern
game_59|UCLA
game_60|Syracuse
game_61|Southern
game_62|UCLA
game_63|Southern
name|Kale the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
