game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Michigan State
game_36|Albany
game_37|Wichita State
game_38|Boise State/La Salle
game_39|Belmont
game_40|Iona
game_41|Villanova
game_42|VCU
game_43|Northwestern State
game_44|Florida GC
game_45|LIU/James Madison
game_46|UNLV
game_47|Marquette
game_48|Illinois
game_49|Saint Louis
game_50|Michigan State
game_51|Wichita State
game_52|Belmont
game_53|Villanova
game_54|Northwestern State
game_55|LIU/James Madison
game_56|Illinois
game_57|Michigan State
game_58|Wichita State
game_59|Villanova
game_60|Illinois
game_61|Wichita State
game_62|Villanova
game_63|Wichita State
name|Jazmine the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
