game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Michigan State
game_36|Duke
game_37|Gonzaga
game_38|Ole Miss
game_39|Arizona
game_40|Notre Dame
game_41|Villanova
game_42|Michigan
game_43|UCLA
game_44|Georgetown
game_45|Indiana
game_46|UNLV
game_47|Butler
game_48|Colorado
game_49|Saint Louis
game_50|Michigan State
game_51|Ole Miss
game_52|Notre Dame
game_53|Villanova
game_54|Georgetown
game_55|UNLV
game_56|Butler
game_57|Michigan State
game_58|Ole Miss
game_59|Villanova
game_60|UNLV
game_61|Ole Miss
game_62|Villanova
game_63|Villanova
name|Rachel the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
