game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oklahoma State
game_35|Valparaiso
game_36|Cincinnati
game_37|Southern
game_38|Boise State/La Salle
game_39|Arizona
game_40|Iowa State
game_41|Western Kentucky
game_42|VCU
game_43|Northwestern State
game_44|Oklahoma
game_45|Indiana
game_46|Montana
game_47|Marquette
game_48|Colorado
game_49|Oklahoma State
game_50|Valparaiso
game_51|Boise State/La Salle
game_52|Arizona
game_53|VCU
game_54|Northwestern State
game_55|Indiana
game_56|Colorado
game_57|Valparaiso
game_58|Arizona
game_59|Northwestern State
game_60|Indiana
game_61|Arizona
game_62|Indiana
game_63|Arizona
name|Joe the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
