game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Memphis
game_36|Cincinnati
game_37|Pittsburgh
game_38|Kansas State
game_39|Arizona
game_40|Ohio State
game_41|Western Kentucky
game_42|Michigan
game_43|Northwestern State
game_44|Georgetown
game_45|Indiana
game_46|Montana
game_47|Bucknell
game_48|Colorado
game_49|Saint Louis
game_50|Cincinnati
game_51|Kansas State
game_52|Arizona
game_53|Michigan
game_54|Georgetown
game_55|Indiana
game_56|Colorado
game_57|Saint Louis
game_58|Kansas State
game_59|Georgetown
game_60|Indiana
game_61|Kansas State
game_62|Indiana
game_63|Kansas State
name|Ian the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
