game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Michigan State
game_36|Duke
game_37|Gonzaga
game_38|Ole Miss
game_39|Arizona
game_40|Notre Dame
game_41|Villanova
game_42|VCU
game_43|UCLA
game_44|San Diego State
game_45|NC State
game_46|Syracuse
game_47|Butler
game_48|Illinois
game_49|Oklahoma State
game_50|Duke
game_51|Ole Miss
game_52|Arizona
game_53|Villanova
game_54|San Diego State
game_55|Syracuse
game_56|Butler
game_57|Oklahoma State
game_58|Arizona
game_59|San Diego State
game_60|Butler
game_61|Oklahoma State
game_62|San Diego State
game_63|Oklahoma State
name|Dwight the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
