game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Albany
game_37|Wichita State
game_38|Wisconsin
game_39|New Mexico
game_40|Iowa State
game_41|Western Kentucky
game_42|Michigan
game_43|UCLA
game_44|Florida GC
game_45|LIU/James Madison
game_46|Syracuse
game_47|Marquette
game_48|Pacific
game_49|Missouri
game_50|Memphis
game_51|Wichita State
game_52|New Mexico
game_53|Michigan
game_54|Florida GC
game_55|Syracuse
game_56|Marquette
game_57|Missouri
game_58|Wichita State
game_59|Florida GC
game_60|Syracuse
game_61|Missouri
game_62|Florida GC
game_63|Florida GC
name|Brice the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
