game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Michigan State
game_36|Albany
game_37|Southern
game_38|Boise State/La Salle
game_39|Harvard
game_40|Ohio State
game_41|Western Kentucky
game_42|Michigan
game_43|UCLA
game_44|Florida GC
game_45|LIU/James Madison
game_46|Syracuse
game_47|Davidson
game_48|Illinois
game_49|Colorado State
game_50|Albany
game_51|Boise State/La Salle
game_52|Ohio State
game_53|Western Kentucky
game_54|Florida GC
game_55|LIU/James Madison
game_56|Illinois
game_57|Colorado State
game_58|Ohio State
game_59|Florida GC
game_60|LIU/James Madison
game_61|Colorado State
game_62|LIU/James Madison
game_63|Colorado State
name|Sydni the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
