game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Southern
game_38|Wisconsin
game_39|New Mexico
game_40|Iona
game_41|Villanova
game_42|Akron
game_43|Northwestern State
game_44|Oklahoma
game_45|Temple
game_46|Syracuse
game_47|Marquette
game_48|Illinois
game_49|Colorado State
game_50|Middle Tenn/St Marys
game_51|Wisconsin
game_52|Iona
game_53|Villanova
game_54|Oklahoma
game_55|Syracuse
game_56|Marquette
game_57|Middle Tenn/St Marys
game_58|Iona
game_59|Oklahoma
game_60|Syracuse
game_61|Iona
game_62|Oklahoma
game_63|Iona
name|Grace the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
