game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|New Mexico State
game_35|Michigan State
game_36|Creighton
game_37|Gonzaga
game_38|Wisconsin
game_39|New Mexico
game_40|Iona
game_41|Villanova
game_42|South Dakota State
game_43|Florida
game_44|San Diego State
game_45|NC State
game_46|UNLV
game_47|Davidson
game_48|Colorado
game_49|New Mexico State
game_50|Creighton
game_51|Wisconsin
game_52|New Mexico
game_53|South Dakota State
game_54|Florida
game_55|NC State
game_56|Colorado
game_57|Creighton
game_58|Wisconsin
game_59|South Dakota State
game_60|NC State
game_61|Wisconsin
game_62|South Dakota State
game_63|South Dakota State
name|Mckenzie the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
