game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Pittsburgh
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Ohio State
game_41|Kansas
game_42|South Dakota State
game_43|UCLA
game_44|Oklahoma
game_45|NC State
game_46|Syracuse
game_47|Bucknell
game_48|Miami
game_49|Oregon
game_50|Middle Tenn/St Marys
game_51|Pittsburgh
game_52|New Mexico
game_53|South Dakota State
game_54|UCLA
game_55|NC State
game_56|Miami
game_57|Middle Tenn/St Marys
game_58|Pittsburgh
game_59|South Dakota State
game_60|NC State
game_61|Middle Tenn/St Marys
game_62|South Dakota State
game_63|South Dakota State
name|Rocio the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
