game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Southern
game_38|Kansas State
game_39|Arizona
game_40|Iona
game_41|Kansas
game_42|VCU
game_43|Northwestern State
game_44|Oklahoma
game_45|NC State
game_46|UNLV
game_47|Davidson
game_48|Pacific
game_49|Missouri
game_50|Creighton
game_51|Kansas State
game_52|Arizona
game_53|VCU
game_54|Oklahoma
game_55|NC State
game_56|Pacific
game_57|Creighton
game_58|Arizona
game_59|Oklahoma
game_60|NC State
game_61|Arizona
game_62|Oklahoma
game_63|Arizona
name|Katie the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
