game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Michigan State
game_36|Duke
game_37|Pittsburgh
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Iowa State
game_41|Villanova
game_42|Michigan
game_43|Minnesota
game_44|San Diego State
game_45|LIU/James Madison
game_46|California
game_47|Butler
game_48|Miami
game_49|Colorado State
game_50|Duke
game_51|Boise State/La Salle
game_52|New Mexico
game_53|Villanova
game_54|Minnesota
game_55|California
game_56|Butler
game_57|Duke
game_58|Boise State/La Salle
game_59|Villanova
game_60|Butler
game_61|Boise State/La Salle
game_62|Butler
game_63|Boise State/La Salle
name|Abbey the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
