game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Michigan State
game_36|Cincinnati
game_37|Pittsburgh
game_38|Ole Miss
game_39|Harvard
game_40|Iona
game_41|North Carolina
game_42|VCU
game_43|Florida
game_44|Florida GC
game_45|Indiana
game_46|Syracuse
game_47|Bucknell
game_48|Colorado
game_49|Oregon
game_50|Michigan State
game_51|Ole Miss
game_52|Harvard
game_53|VCU
game_54|Florida
game_55|Syracuse
game_56|Colorado
game_57|Michigan State
game_58|Ole Miss
game_59|Florida
game_60|Colorado
game_61|Ole Miss
game_62|Colorado
game_63|Colorado
name|Stella the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
