game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Memphis
game_36|Duke
game_37|Wichita State
game_38|Kansas State
game_39|Belmont
game_40|Ohio State
game_41|Western Kentucky
game_42|VCU
game_43|Florida
game_44|Oklahoma
game_45|NC State
game_46|UNLV
game_47|Davidson
game_48|Illinois
game_49|Oklahoma State
game_50|Memphis
game_51|Kansas State
game_52|Ohio State
game_53|Western Kentucky
game_54|Oklahoma
game_55|UNLV
game_56|Davidson
game_57|Memphis
game_58|Ohio State
game_59|Oklahoma
game_60|UNLV
game_61|Ohio State
game_62|Oklahoma
game_63|Ohio State
name|Samantha the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
