game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Memphis
game_36|Cincinnati
game_37|Wichita State
game_38|Wisconsin
game_39|Belmont
game_40|Notre Dame
game_41|Villanova
game_42|VCU
game_43|Florida
game_44|San Diego State
game_45|LIU/James Madison
game_46|UNLV
game_47|Davidson
game_48|Illinois
game_49|Missouri
game_50|Memphis
game_51|Wisconsin
game_52|Belmont
game_53|VCU
game_54|Florida
game_55|LIU/James Madison
game_56|Illinois
game_57|Memphis
game_58|Belmont
game_59|VCU
game_60|Illinois
game_61|Memphis
game_62|VCU
game_63|VCU
name|Darius the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
