game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Gonzaga
game_38|Wisconsin
game_39|Arizona
game_40|Notre Dame
game_41|Kansas
game_42|VCU
game_43|Minnesota
game_44|Florida GC
game_45|NC State
game_46|California
game_47|Davidson
game_48|Miami
game_49|Oklahoma State
game_50|Duke
game_51|Gonzaga
game_52|Arizona
game_53|VCU
game_54|Florida GC
game_55|California
game_56|Miami
game_57|Oklahoma State
game_58|Arizona
game_59|VCU
game_60|California
game_61|Oklahoma State
game_62|California
game_63|Oklahoma State
name|Andre the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
