game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Pittsburgh
game_38|Ole Miss
game_39|Belmont
game_40|Notre Dame
game_41|North Carolina
game_42|Akron
game_43|Florida
game_44|Florida GC
game_45|NC State
game_46|Montana
game_47|Bucknell
game_48|Miami
game_49|Colorado State
game_50|Duke
game_51|Pittsburgh
game_52|Belmont
game_53|North Carolina
game_54|Florida
game_55|NC State
game_56|Bucknell
game_57|Duke
game_58|Pittsburgh
game_59|North Carolina
game_60|Bucknell
game_61|Duke
game_62|Bucknell
game_63|Duke
name|Adan the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
