game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Michigan State
game_36|Albany
game_37|Pittsburgh
game_38|Wisconsin
game_39|Arizona
game_40|Ohio State
game_41|North Carolina
game_42|Michigan
game_43|Florida
game_44|Florida GC
game_45|Indiana
game_46|UNLV
game_47|Bucknell
game_48|Miami
game_49|New Mexico State
game_50|Albany
game_51|Wisconsin
game_52|Arizona
game_53|North Carolina
game_54|Florida GC
game_55|Indiana
game_56|Miami
game_57|Albany
game_58|Wisconsin
game_59|Florida GC
game_60|Miami
game_61|Albany
game_62|Miami
game_63|Albany
name|Perry the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
