game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Gonzaga
game_38|Wisconsin
game_39|Arizona
game_40|Iowa State
game_41|North Carolina
game_42|VCU
game_43|Florida
game_44|Oklahoma
game_45|Indiana
game_46|Syracuse
game_47|Marquette
game_48|Colorado
game_49|New Mexico State
game_50|Middle Tenn/St Marys
game_51|Wisconsin
game_52|Arizona
game_53|VCU
game_54|Oklahoma
game_55|Indiana
game_56|Marquette
game_57|Middle Tenn/St Marys
game_58|Wisconsin
game_59|VCU
game_60|Marquette
game_61|Middle Tenn/St Marys
game_62|VCU
game_63|VCU
name|Nataly the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
