game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Albany
game_37|Southern
game_38|Boise State/La Salle
game_39|Belmont
game_40|Ohio State
game_41|North Carolina
game_42|Michigan
game_43|Minnesota
game_44|Florida GC
game_45|LIU/James Madison
game_46|UNLV
game_47|Butler
game_48|Colorado
game_49|New Mexico State
game_50|Memphis
game_51|Southern
game_52|Ohio State
game_53|North Carolina
game_54|Florida GC
game_55|LIU/James Madison
game_56|Butler
game_57|Memphis
game_58|Southern
game_59|North Carolina
game_60|LIU/James Madison
game_61|Memphis
game_62|North Carolina
game_63|North Carolina
name|Braeden the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
