game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Oklahoma State
game_35|Michigan State
game_36|Albany
game_37|Wichita State
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Iona
game_41|North Carolina
game_42|South Dakota State
game_43|Florida
game_44|San Diego State
game_45|Indiana
game_46|UNLV
game_47|Davidson
game_48|Pacific
game_49|Colorado State
game_50|Michigan State
game_51|Wichita State
game_52|Iona
game_53|North Carolina
game_54|San Diego State
game_55|Indiana
game_56|Davidson
game_57|Colorado State
game_58|Wichita State
game_59|North Carolina
game_60|Davidson
game_61|Wichita State
game_62|North Carolina
game_63|Wichita State
name|Camilla the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
