game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Memphis
game_36|Albany
game_37|Gonzaga
game_38|Ole Miss
game_39|Belmont
game_40|Notre Dame
game_41|Western Kentucky
game_42|South Dakota State
game_43|Florida
game_44|Florida GC
game_45|LIU/James Madison
game_46|Syracuse
game_47|Marquette
game_48|Illinois
game_49|Oklahoma State
game_50|Albany
game_51|Ole Miss
game_52|Belmont
game_53|Western Kentucky
game_54|Florida
game_55|Syracuse
game_56|Marquette
game_57|Albany
game_58|Ole Miss
game_59|Western Kentucky
game_60|Syracuse
game_61|Ole Miss
game_62|Syracuse
game_63|Ole Miss
name|Paula the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
