game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Valparaiso
game_36|Duke
game_37|Pittsburgh
game_38|Ole Miss
game_39|Harvard
game_40|Iowa State
game_41|Villanova
game_42|Akron
game_43|Northwestern State
game_44|Florida GC
game_45|NC State
game_46|UNLV
game_47|Davidson
game_48|Illinois
game_49|New Mexico State
game_50|Duke
game_51|Ole Miss
game_52|Iowa State
game_53|Villanova
game_54|Florida GC
game_55|NC State
game_56|Davidson
game_57|Duke
game_58|Ole Miss
game_59|Florida GC
game_60|Davidson
game_61|Duke
game_62|Florida GC
game_63|Florida GC
name|Silas the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
