game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Wichita State
game_38|Boise State/La Salle
game_39|Arizona
game_40|Iona
game_41|Villanova
game_42|VCU
game_43|Florida
game_44|Georgetown
game_45|NC State
game_46|California
game_47|Marquette
game_48|Illinois
game_49|Oregon
game_50|Middle Tenn/St Marys
game_51|Boise State/La Salle
game_52|Arizona
game_53|VCU
game_54|Florida
game_55|NC State
game_56|Illinois
game_57|Middle Tenn/St Marys
game_58|Boise State/La Salle
game_59|Florida
game_60|NC State
game_61|Boise State/La Salle
game_62|Florida
game_63|Boise State/La Salle
name|Haylie the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
