game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Cincinnati
game_37|Southern
game_38|Kansas State
game_39|Arizona
game_40|Iowa State
game_41|North Carolina
game_42|Akron
game_43|UCLA
game_44|San Diego State
game_45|Temple
game_46|UNLV
game_47|Bucknell
game_48|Illinois
game_49|Missouri
game_50|Memphis
game_51|Kansas State
game_52|Iowa State
game_53|Akron
game_54|San Diego State
game_55|Temple
game_56|Illinois
game_57|Memphis
game_58|Iowa State
game_59|San Diego State
game_60|Temple
game_61|Iowa State
game_62|Temple
game_63|Temple
name|Max the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
