game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Valparaiso
game_36|Cincinnati
game_37|Southern
game_38|Ole Miss
game_39|Belmont
game_40|Iona
game_41|North Carolina
game_42|Michigan
game_43|UCLA
game_44|Florida GC
game_45|Temple
game_46|Montana
game_47|Marquette
game_48|Pacific
game_49|Saint Louis
game_50|Cincinnati
game_51|Ole Miss
game_52|Belmont
game_53|Michigan
game_54|UCLA
game_55|Temple
game_56|Marquette
game_57|Saint Louis
game_58|Ole Miss
game_59|Michigan
game_60|Temple
game_61|Ole Miss
game_62|Temple
game_63|Ole Miss
name|Leah the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
