game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Memphis
game_36|Creighton
game_37|Pittsburgh
game_38|Kansas State
game_39|Arizona
game_40|Iowa State
game_41|Western Kentucky
game_42|Akron
game_43|Florida
game_44|Georgetown
game_45|Temple
game_46|Montana
game_47|Davidson
game_48|Illinois
game_49|Oklahoma State
game_50|Memphis
game_51|Kansas State
game_52|Arizona
game_53|Western Kentucky
game_54|Florida
game_55|Montana
game_56|Illinois
game_57|Memphis
game_58|Arizona
game_59|Florida
game_60|Illinois
game_61|Memphis
game_62|Florida
game_63|Florida
name|Gavin the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
