game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Southern
game_38|Ole Miss
game_39|New Mexico
game_40|Iowa State
game_41|Kansas
game_42|Michigan
game_43|Northwestern State
game_44|Florida GC
game_45|Temple
game_46|UNLV
game_47|Marquette
game_48|Colorado
game_49|Missouri
game_50|Middle Tenn/St Marys
game_51|Southern
game_52|Iowa State
game_53|Kansas
game_54|Northwestern State
game_55|Temple
game_56|Marquette
game_57|Middle Tenn/St Marys
game_58|Southern
game_59|Northwestern State
game_60|Marquette
game_61|Southern
game_62|Marquette
game_63|Southern
name|Angela the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
