game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Memphis
game_36|Creighton
game_37|Wichita State
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Iowa State
game_41|Western Kentucky
game_42|South Dakota State
game_43|Northwestern State
game_44|Georgetown
game_45|LIU/James Madison
game_46|Syracuse
game_47|Bucknell
game_48|Pacific
game_49|Missouri
game_50|Memphis
game_51|Wichita State
game_52|Iowa State
game_53|South Dakota State
game_54|Northwestern State
game_55|Syracuse
game_56|Bucknell
game_57|Memphis
game_58|Iowa State
game_59|Northwestern State
game_60|Syracuse
game_61|Memphis
game_62|Northwestern State
game_63|Northwestern State
name|Nancy the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
