game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Memphis
game_36|Cincinnati
game_37|Southern
game_38|Kansas State
game_39|Arizona
game_40|Iona
game_41|North Carolina
game_42|Akron
game_43|Florida
game_44|Florida GC
game_45|NC State
game_46|Syracuse
game_47|Bucknell
game_48|Colorado
game_49|Saint Louis
game_50|Cincinnati
game_51|Southern
game_52|Iona
game_53|Akron
game_54|Florida
game_55|NC State
game_56|Colorado
game_57|Saint Louis
game_58|Southern
game_59|Akron
game_60|NC State
game_61|Southern
game_62|NC State
game_63|Southern
name|Elvis the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
