game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Valparaiso
game_36|Cincinnati
game_37|Southern
game_38|Wisconsin
game_39|New Mexico
game_40|Notre Dame
game_41|Western Kentucky
game_42|South Dakota State
game_43|UCLA
game_44|Georgetown
game_45|LIU/James Madison
game_46|Syracuse
game_47|Bucknell
game_48|Miami
game_49|Colorado State
game_50|Valparaiso
game_51|Wisconsin
game_52|Notre Dame
game_53|Western Kentucky
game_54|Georgetown
game_55|LIU/James Madison
game_56|Miami
game_57|Valparaiso
game_58|Wisconsin
game_59|Western Kentucky
game_60|LIU/James Madison
game_61|Valparaiso
game_62|Western Kentucky
game_63|Valparaiso
name|Aileen the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
