game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Pittsburgh
game_38|Kansas State
game_39|Arizona
game_40|Ohio State
game_41|Western Kentucky
game_42|Akron
game_43|Northwestern State
game_44|Georgetown
game_45|Temple
game_46|California
game_47|Davidson
game_48|Illinois
game_49|Saint Louis
game_50|Creighton
game_51|Kansas State
game_52|Arizona
game_53|Western Kentucky
game_54|Georgetown
game_55|California
game_56|Davidson
game_57|Saint Louis
game_58|Arizona
game_59|Western Kentucky
game_60|Davidson
game_61|Arizona
game_62|Western Kentucky
game_63|Arizona
name|Quinn the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
