game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Wichita State
game_38|Ole Miss
game_39|Belmont
game_40|Ohio State
game_41|North Carolina
game_42|Michigan
game_43|UCLA
game_44|Georgetown
game_45|Indiana
game_46|Montana
game_47|Davidson
game_48|Pacific
game_49|Missouri
game_50|Cincinnati
game_51|Ole Miss
game_52|Ohio State
game_53|North Carolina
game_54|Georgetown
game_55|Indiana
game_56|Pacific
game_57|Missouri
game_58|Ohio State
game_59|Georgetown
game_60|Pacific
game_61|Missouri
game_62|Pacific
game_63|Missouri
name|Carlos the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
